_id,Saglik Tesisi Adi,Ana Kategori,Alt Kategori,Ilce Adi,Mahalle Adi,ADRES,Latitude,Longitude
3420,Petto Veteriner Kliniği,Sağlık,Veteriner,KADIKÖY,KOŞUYOLU,Ali Nazima Sk. No:18 KOŞUYOLU/KADIKÖY,41.00866800000000012005330063402652740478515625,29.038838999999999401779859908856451511383056640625
3421,Bakırköy 16 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAKIRKÖY,BASINKÖY,Yan Sk. No:3 /1 BASINKÖY/BAKIRKÖY,40.98045499999999918827597866766154766082763671875,28.7924679999999995061443769372999668121337890625
3422,Maltepe 8 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,MALTEPE,ALTAYÇEŞME,Sarıgül Sk. No:5 ALTAYÇEŞME/MALTEPE,40.9350290000000001100488589145243167877197265625,29.132341000000000263980837189592421054840087890625
3423,Kudret Göz İstanbul,Sağlık,Göz Merkezi Özel,KADIKÖY,ACIBADEM,Sarayardı Cad. No:3 ACIBADEM/KADIKÖY,40.99789200000000022328094928525388240814208984375,29.03293000000000034788172342814505100250244140625
3424,Özel Kardelen Yaşam ve Bakım Merkezi,Sağlık,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,BEYLİKDÜZÜ,DEREAĞZI,Karacaoğlan Cad. No:45 DEREAĞZI/BEYLİKDÜZÜ,40.98582999999999998408384271897375583648681640625,28.617107000000000738282324164174497127532958984375
3425,Uzm. Dr. Ebru Bellek Karakaş,Sağlık,Doktor/Muayenehane,ÜSKÜDAR,KISIKLI,Alemdağ Yan Yolu No:36 KISIKLI/ÜSKÜDAR,41.025317999999998619387042708694934844970703125,29.082536999999998528210198855958878993988037109375
3426,Anadolu Pet Veteriner Ecza Deposu,Sağlık,Ecza Deposu,MALTEPE,BÜYÜKBAKKALKÖY,Samandıra Yolu Sk. No:30 BÜYÜKBAKKALKÖY/MALTEPE,40.9732359999999999899955582804977893829345703125,29.20634799999999842157194507308304309844970703125
3427,Doç. Dr. Ahmet Gül,Sağlık,Doktor/Muayenehane,BAKIRKÖY,ZUHURATBABA,Gençler Cad. No:46 ZUHURATBABA/BAKIRKÖY,40.980469999999996844053384847939014434814453125,28.8697939999999988458512234501540660858154296875
3428,İdeal Med,Sağlık,Medikal,KADIKÖY,KOŞUYOLU,Koşuyolu Cad. No:4 KOŞUYOLU/KADIKÖY,41.0115789999999975634636939503252506256103515625,29.038453000000000514546627528034150600433349609375
3429,Uzm. Psk. Hazan Eren,Sağlık,Psikologlar,ÇEKMEKÖY,MİMAR SİNAN,Yavuz Selim Cad. No:1 D MİMAR SİNAN/ÇEKMEKÖY,41.02977700000000282898326986469328403472900390625,29.176546999999999343344825319945812225341796875
3430,Dentistanbul Ağız ve Diş Polikliniği,Sağlık,Diş Hekimi,BAKIRKÖY,ZEYTİNLİK,Fişekhane Cad. No:46 ZEYTİNLİK/BAKIRKÖY,40.978240999999997029590304009616374969482421875,28.870779999999999887450030655600130558013916015625
3431,Diş Hekimi Şükran Engin,Sağlık,Diş Hekimi,KADIKÖY,ERENKÖY,Ömerpaşa Sk. No:92 ERENKÖY/KADIKÖY,40.9788819999999986976035870611667633056640625,29.07368100000000055160853662528097629547119140625
3432,Pet Port Veteriner,Sağlık,Veteriner,BEŞİKTAŞ,AKAT,Zeytinoğlu Cad. No:8 AKAT/BEŞİKTAŞ,41.07862300000000033151081879623234272003173828125,29.027570000000000760564944357611238956451416015625
3433,Dr. Şeyda Şener,Sağlık,Doktor/Muayenehane,ATAŞEHİR,ATATÜRK,Sedef Cad. No:17 ATATÜRK/ATAŞEHİR,40.99238299999999668443706468679010868072509765625,29.12211500000000086174622992984950542449951171875
3434,Mayada Veteriner Kliniği,Sağlık,Veteriner,PENDİK,YENİŞEHİR,Cumhuriyet Bulvarı No:12 /4 YENİŞEHİR/PENDİK,40.93079999999999785131876706145703792572021484375,29.3051999999999992496668710373342037200927734375
3435,Beyoğlu Piyale Paşa Ağaçlaraltı Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BEYOĞLU,KAPTANPAŞA,Piyale Havuzu Sk. No:1 KAPTANPAŞA/BEYOĞLU,41.04514100000000098589225672185420989990234375,28.963875000000001591615728102624416351318359375
3436,Ataşehir 6 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ATAŞEHİR,İNÖNÜ,Kayışdağı Cad. No:270 İNÖNÜ/ATAŞEHİR,40.97767999999999943838702165521681308746337890625,29.14443299999999936744643491692841053009033203125
3437,Uzm. Dr. Hatice Aydın Vatansever,Sağlık,Doktor/Muayenehane,BEYKOZ,GÜMÜŞSUYU,Gezgin Sk. No:34 GÜMÜŞSUYU/BEYKOZ,41.1279729999999972278601489961147308349609375,29.107085999999998904286258039064705371856689453125
3438,Family Veteriner Kliniği,Sağlık,Veteriner,BAKIRKÖY,KARTALTEPE,Gülbeşeker Sk. No:33 KARTALTEPE/BAKIRKÖY,40.9839529999999996334736351855099201202392578125,28.87728200000000100544639280997216701507568359375
3439,Psk. İrem Dilekçi,Sağlık,Psikologlar,TUZLA,POSTANE,Çağrı Sk. No:2 POSTANE/TUZLA,40.81741000000000241243469645269215106964111328125,29.297650000000000858335624798201024532318115234375
3440,Diş Hekimi Adnan Yel,Sağlık,Diş Hekimi,BEŞİKTAŞ,MECİDİYE,Dereboyu Cad. No:147 MECİDİYE/BEŞİKTAŞ,41.0525880000000000791260390542447566986083984375,29.023616000000000525460563949309289455413818359375
3441,Dr. Elmira Seferli,Sağlık,Doktor/Muayenehane,KADIKÖY,FENERBAHÇE,Bağdat Cad. No:52 FENERBAHÇE/KADIKÖY,40.98270500000000282625478575937449932098388671875,29.04019600000000167483449331484735012054443359375
3442,Vet Kozyatağı,Sağlık,Veteriner,KADIKÖY,2024-05-19 00:00:00,Bayar Cad. No:31 19 MAYIS/KADIKÖY,40.9769179999999977326297084800899028778076171875,29.087700000000001665512172621674835681915283203125
3443,Avrupa Veteriner,Sağlık,Veteriner,SARIYER,YENİKÖY,Nuripaşa Cad. No:118 C YENİKÖY/SARIYER,41.1268620000000026948328013531863689422607421875,29.05172900000000169029590324498713016510009765625
3444,Uzm. Dr. Behram Barlas,Sağlık,Doktor/Muayenehane,AVCILAR,GÜMÜŞPALA,İskece Cad. No:64 GÜMÜŞPALA/AVCILAR,40.979658999999998059138306416571140289306640625,28.747724999999999084820956340990960597991943359375
3445,Dilmaç Veteriner Kliniği,Sağlık,Veteriner,TUZLA,POSTANE,Seher Sk. No:16 POSTANE/TUZLA,40.8199010000000015452314983122050762176513671875,29.29990000000000094360075308941304683685302734375
3446,Tuzla 13 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,TUZLA,CAMİ,Handegül Sk. No:6 CAMİ/TUZLA,40.81829599999999658166416338644921779632568359375,29.31321200000000004592948243953287601470947265625
3447,A - Dora Huzurevi Yaşlı Bakım Merkezi,Sağlık,Yaşlı Bakım Evi/Huzurevi,ATAŞEHİR,ATATÜRK,Şengün Sk. No:27 ATATÜRK/ATAŞEHİR,40.9881120000000009895302355289459228515625,29.128581000000000500449459650553762912750244140625
3448,Özel Yüzyıl Hastanesi Pendik,Sağlık,Özel Hastane,PENDİK,FEVZİ ÇAKMAK,Tevfik İleri Cad. No:105 FEVZİ ÇAKMAK/PENDİK,40.87913400000000052614268497563898563385009765625,29.26146299999999911278791842050850391387939453125
3449,Uzm. Dr. Meltem Efe Sevim,Sağlık,Doktor/Muayenehane,BAKIRKÖY,ZUHURATBABA,Bakır Sk. No:11 ZUHURATBABA/BAKIRKÖY,40.987065000000001191438059322535991668701171875,28.869668000000000773752617533318698406219482421875
3450,Meda Vet Ecza Deposu,Sağlık,Ecza Deposu,KARTAL,ORHANTEPE,Kumral Sk. No:7 ORHANTEPE/KARTAL,40.9017079999999992878656485117971897125244140625,29.1616080000000010841176845133304595947265625
3451,Bağcılar 2 No'lu Göçmen Sağlık Merkezi,Sağlık,Aile Sağlığı Merkezi,BAĞCILAR,DEMİRKAPI,Velioğlu Cad. No:19 DEMİRKAPI/BAĞCILAR,41.044252000000000180079950951039791107177734375,28.846968000000000387217369279824197292327880859375
3452,Dr. Sevil Çatal,Sağlık,Doktor/Muayenehane,ŞİŞLİ,MEŞRUTİYET,Vali Konağı Cad. No:145 MEŞRUTİYET/ŞİŞLİ,41.05439799999999905821823631413280963897705078125,28.994398000000000337195160682313144207000732421875
3453,Beyoğlu Kızılay,Sağlık,Kızılay/Kan Merkezi,BEYOĞLU,HÜSEYİNAĞA,Tarlabaşı Bulvarı No:79 HÜSEYİNAĞA/BEYOĞLU,41.03587999999999880174073041416704654693603515625,28.978418999999998817429514019750058650970458984375
3454,Diş Hekimi Albert B. Malki,Sağlık,Diş Hekimi,TUZLA,AYDINLI,Çamlı Belde Yolu No:12 AYDINLI/TUZLA,40.86854600000000203863237402401864528656005859375,29.32512200000000035515768104232847690582275390625
3455,Dr. Ökkeş Şimşek,Sağlık,Doktor/Muayenehane,BEŞİKTAŞ,LEVENT,Ebulula Mardin Cad. No:93 LEVENT/BEŞİKTAŞ,41.0843849999999974897946231067180633544921875,29.020633000000000123463905765675008296966552734375
3456,Kadıköy Yaşam 2 Huzurevi,Sağlık,Yaşlı Bakım Evi/Huzurevi,MALTEPE,ZÜMRÜTEVLER,Seher Sk. No:15 ZÜMRÜTEVLER/MALTEPE,40.93864800000000059299054555594921112060546875,29.14803500000000013869794202037155628204345703125
3457,Esenyurt Yenikent Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENYURT,SULTANİYE,Hacı Bektaş Veli Cad. No:66 SULTANİYE/ESENYURT,41.03980800000000073168848757632076740264892578125,28.68866299999999824876795173622667789459228515625
3458,Data Tıp Laboratuvarı,Sağlık,Laboratuvar Özel,PENDİK,YENİ,Plevne Cad. No:6 YENİ/PENDİK,40.88353599999999943293005344457924365997314453125,29.230990999999999502279024454765021800994873046875
3459,Özel Asya Göz Hastanesi,Sağlık,Özel Hastane,AVCILAR,CİHANGİR,E-5 Yanyol (Londra Asfaltı) Cad. No:237 CİHANGİR/AVCILAR,40.99076199999999658984961570240557193756103515625,28.712975000000000136424205265939235687255859375
3460,Yedikule Göğüs Hastalıkları ve Göğüs Cerrahisi Eğitim Ve Araştırma Hastanesi,Sağlık,Eğitim Araştırma Hastanesi,ZEYTİNBURNU,KAZLIÇEŞME,Asım Kazancıgil Cad. No:40 KAZLIÇEŞME/ZEYTİNBURNU,41.0033150000000006230038707144558429718017578125,28.9149239999999991823642631061375141143798828125
3461,Tahir Optik,Sağlık,Gözlükçü/Optik,BAHÇELİEVLER,ZAFER,Yıldırım Beyazıt Cad. No:36 ZAFER/BAHÇELİEVLER,40.99621400000000193131199921481311321258544921875,28.835049000000001484522726968862116336822509765625
3462,Op. Dr. Fatih İdiz,Sağlık,Doktor/Muayenehane,TUZLA,AYDINTEPE,Güzin Sk. No:2 AYDINTEPE/TUZLA,40.84781699999999915462467470206320285797119140625,29.29451999999999856072463444434106349945068359375
3463,Atasun Optik,Sağlık,Gözlükçü/Optik,KADIKÖY,CAFERAĞA,Muvakkıthane Cad. No:25 -27A CAFERAĞA/KADIKÖY,40.9900530000000031805029720999300479888916015625,29.02447099999999835517883184365928173065185546875
3464,Diş Hekimi Erman Aşçı,Sağlık,Diş Hekimi,ŞİŞLİ,BOZKURT,Ergenekon Cad. No:25 BOZKURT/ŞİŞLİ,41.0516549999999966757968650199472904205322265625,28.986352000000000117552190204150974750518798828125
3465,Prof. Dr. Sefa Gültürk,Sağlık,Doktor/Muayenehane,MALTEPE,ALTAYÇEŞME,Çamlı Sk. No:16 C ALTAYÇEŞME/MALTEPE,40.9361040000000002692104317247867584228515625,29.134674000000000404497768613509833812713623046875
3466,Mono Tıp Merkezi,Sağlık,Tıp Merkezi Özel,EYÜPSULTAN,GÖKTÜRK MERKEZ,Belediye Cad. No:24 GÖKTÜRK MERKEZ/EYÜPSULTAN,41.17957100000000281170287053100764751434326171875,28.886182999999999054807631182484328746795654296875
3467,Tuzla Tepeören Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,TUZLA,TEPEÖREN,Deyyan Sk. No:6 TEPEÖREN/TUZLA,40.9083169999999967103576636873185634613037109375,29.392212000000000671207089908421039581298828125
3468,Özel Acıbadem Beylikdüzü Cerrahi Tıp Merkezi,Sağlık,Tıp Merkezi Özel,BEYLİKDÜZÜ,BARIŞ,Zafer Cad. No:44 BARIŞ/BEYLİKDÜZÜ,41.00361500000000347654349752701818943023681640625,28.655698999999998477505869232118129730224609375
3469,Op. Dr. Yıldıray Genç,Sağlık,Doktor/Muayenehane,ŞİŞLİ,TEŞVİKİYE,Hakkı Yeten Cad. No:21 TEŞVİKİYE/ŞİŞLİ,41.05588800000000304635250358842313289642333984375,28.997400999999999982037479639984667301177978515625
3470,Huzurevi ve Yaşlı Bakım Rehabilitasyon Merkezi,Sağlık,Yaşlı Bakım Evi/Huzurevi,ZEYTİNBURNU,KAZLIÇEŞME,İmam Hatip Yolu Sk. No:6 KAZLIÇEŞME/ZEYTİNBURNU,41.00312199999999762667357572354376316070556640625,28.91700300000000112277120933867990970611572265625
3471,Prof. Dr. Günsel (Şurdum) Avcı,Sağlık,Doktor/Muayenehane,ŞİŞLİ,TEŞVİKİYE,Nişantaşı Ihlamur Yolu Sk. No:83 TEŞVİKİYE/ŞİŞLİ,41.05078499999999763758751214481890201568603515625,28.999871999999999871988620725460350513458251953125
3472,İstanbul Dentopia,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAHÇELİEVLER,BAHÇELİEVLER,Ömür Sk. No:6 BAHÇELİEVLER/BAHÇELİEVLER,40.998390000000000554791768081486225128173828125,28.8707220000000006621121428906917572021484375
3473,Dr. Ahmet Melih Küreç,Sağlık,Doktor/Muayenehane,BEŞİKTAŞ,MECİDİYE,Sarıbal Sk. No:12 -14 MECİDİYE/BEŞİKTAŞ,41.050938000000002148226485587656497955322265625,29.02126200000000011414158507250249385833740234375
3474,Diş Hekimi Mustafa R.Aydın,Sağlık,Diş Hekimi,KADIKÖY,BOSTANCI,Emin Alipaşa Cad. No:94 BOSTANCI/KADIKÖY,40.958854000000002315573510713875293731689453125,29.09377299999999877400114201009273529052734375
3475,Hermes Veteriner,Sağlık,Veteriner,BEYLİKDÜZÜ,ADNAN KAHVECİ,Esentepe Cad. No:9 ADNAN KAHVECİ/BEYLİKDÜZÜ,40.99999199999999888177626417018473148345947265625,28.629559000000000423824531026184558868408203125
3476,Psk. İlayda Güçlü,Sağlık,Psikologlar,KADIKÖY,BOSTANCI,Bağdat Cad. No:458 BOSTANCI/KADIKÖY,40.95725999999999800138539285399019718170166015625,29.0863650000000006912159733474254608154296875
3477,Uzm. Dr. Mihriban Keleş,Sağlık,Doktor/Muayenehane,ATAŞEHİR,ATATÜRK,Ataşehir Bulvarı No:11 A ATATÜRK/ATAŞEHİR,40.991478999999998222847352735698223114013671875,29.132712000000001495436663390137255191802978515625
3478,Dr. Beşir Nacar,Sağlık,Doktor/Muayenehane,BAĞCILAR,DEMİRKAPI,Osmanoğlu Cad. No:12 DEMİRKAPI/BAĞCILAR,41.04833500000000157115209731273353099822998046875,28.837457000000000562067725695669651031494140625
3479,Özel Şişli Florance Nightingale Hastanesi,Sağlık,Özel Hastane,ŞİŞLİ,İZZET PAŞA,Abide-i Hürriyet Cad. No:164 E İZZET PAŞA/ŞİŞLİ,41.06970700000000107365849544294178485870361328125,28.984103000000001060243448591791093349456787109375
3480,Anadolu Park Huzur Evi Geriatrik Bakım ve Dinlenme Merkezi,Sağlık,Yaşlı Bakım Evi/Huzurevi,BEYKOZ,BAKLACI,Çeçenistan Cad. No:8 A BAKLACI/BEYKOZ,41.058999000000000023646862246096134185791015625,29.153327000000000879254002938978374004364013671875
3481,Dr. Tufan Demirçark,Sağlık,Doktor/Muayenehane,BAKIRKÖY,ZUHURATBABA,Yüce Tarla Cad. No:10 ZUHURATBABA/BAKIRKÖY,40.98369000000000283989720628596842288970947265625,28.868553999999999604142431053332984447479248046875
3482,Uzm. Kl. Psk. Sena Daşkıran,Sağlık,Psikologlar,BEYLİKDÜZÜ,ADNAN KAHVECİ,Yavuz Sultan Selim Bulvarı No:31 ADNAN KAHVECİ/BEYLİKDÜZÜ,41.002667000000002417436917312443256378173828125,28.626272000000000161890056915581226348876953125
3483,Psk. Nayime Sönmez,Sağlık,Psikologlar,BEYKOZ,GÜMÜŞSUYU,Özlem Sk. No:3 GÜMÜŞSUYU/BEYKOZ,41.1327179999999970050339470617473125457763671875,29.105689999999999173496689763851463794708251953125
3484,Yaman Cerrahi Tıp Merkezi,Sağlık,Tıp Merkezi Özel,BAĞCILAR,HÜRRİYET,Atatürk Cad. No:45 HÜRRİYET/BAĞCILAR,41.02738099999999832334651728160679340362548828125,28.829423999999999495003066840581595897674560546875
3485,Güngör Yılmaz Ağız ve Diş Sağlığı Polikliniği,Sağlık,Diş Hekimi,ÜSKÜDAR,MURATREİS,Gazi Cad. No:41 MURATREİS/ÜSKÜDAR,41.0236009999999993169694789685308933258056640625,29.033446999999998894281816319562494754791259765625
3486,Özel Halk Diş Ağız ve Diş Sağlığı Merkezi,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BEYLİKDÜZÜ,ADNAN KAHVECİ,Kurtuluş Cad. No:3 /1 ADNAN KAHVECİ/BEYLİKDÜZÜ,40.99027099999999990131982485763728618621826171875,28.62731600000000042882675188593566417694091796875
3487,Özel Uzmanlar Tıp Merkezi,Sağlık,Tıp Merkezi Özel,BAKIRKÖY,CEVİZLİK,Kırmızı Şebboy Sk. No:11 CEVİZLİK/BAKIRKÖY,40.97752899999999698366082157008349895477294921875,28.877071999999998297425918281078338623046875
3488,Deniz Tıp Merkezi,Sağlık,Tıp Merkezi Özel,SANCAKTEPE,SARIGAZİ,Atatürk Cad. No:102 SARIGAZİ/SANCAKTEPE,41.0083809999999999718056642450392246246337890625,29.2127330000000000609361450187861919403076171875
3489,Çekmeköy Ağız ve Diş Sağlığı Merkezi,Sağlık,Ağız Diş Sağlığı Merkezi,ÇEKMEKÖY,SOĞUKPINAR,Ihlamur Cad. No:40 SOĞUKPINAR/ÇEKMEKÖY,41.02291699999999963210939313285052776336669921875,29.23129300000000085901774582453072071075439453125
3490,Prof. Dr. Cem Turan,Sağlık,Doktor/Muayenehane,MALTEPE,İDEALTEPE,Bağdat Cad. No:194 İDEALTEPE/MALTEPE,40.93950399999999945066520012915134429931640625,29.116969000000000988848114502616226673126220703125
3491,Pendik Hikmet Hasan Ataman Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,PENDİK,GÜZELYALI,Anadolu Cad. No:2 GÜZELYALI/PENDİK,40.85982299999999867168298806063830852508544921875,29.280585999999999557985574938356876373291015625
3492,Beykoz 7 Nolu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BEYKOZ,GÖKSU,Cuma Yolu Cad. No:1 GÖKSU/BEYKOZ,41.08108200000000209684003493748605251312255859375,29.06916700000000020054358174093067646026611328125
3493,Uzm. Dr. Osman Ağa Önal,Sağlık,Doktor/Muayenehane,KARTAL,CUMHURİYET,İlkbahar Sk. No:1 CUMHURİYET/KARTAL,40.90164399999999744750311947427690029144287109375,29.219256000000001449734554626047611236572265625
3494,Barın Yurt Huzur Evi,Sağlık,Yaşlı Bakım Evi/Huzurevi,BEYOĞLU,HACIMİMİ,Dibek Sk. No:32 /1 HACIMİMİ/BEYOĞLU,41.0271800000000013142198440618813037872314453125,28.976772000000000417685441789217293262481689453125
3495,Op. Dr. Ömer Avlanmış,Sağlık,Doktor/Muayenehane,ŞİŞLİ,HARBİYE,Teşvikiye Cad. No:37 HARBİYE/ŞİŞLİ,41.05029400000000094905772130005061626434326171875,28.992660999999998239218257367610931396484375
3496,Çare Veteriner,Sağlık,Veteriner,TUZLA,AYDINLI,Mayıs Sk. No:2 A1 AYDINLI/TUZLA,40.86277799999999871261024964042007923126220703125,29.334129000000000786485543358139693737030029296875
3497,Diş Hekimi M.Cenk Bakırcı,Sağlık,Diş Hekimi,BAHÇELİEVLER,ŞİRİNEVLER,Fetih Cad. No:36 C ŞİRİNEVLER/BAHÇELİEVLER,40.9949050000000028148861019872128963470458984375,28.8468960000000009813447832129895687103271484375
3498,Sağlık Bakanlığı Esenler Verem Savaş Dispanseri,Sağlık,Verem Savaş Dispanseri,ESENLER,TUNA,Bağcılar Cad. No:71 A TUNA/ESENLER,41.04693999999999931560523691587150096893310546875,28.86453099999999949432094581425189971923828125
3499,Dental 34,Sağlık,Diş Hekimi,BAĞCILAR,GÜNEŞLİ,Cumhuriyet Cad. No:44 A GÜNEŞLİ/BAĞCILAR,41.03176700000000209911377169191837310791015625,28.827996999999999871988620725460350513458251953125
3500,Prof. Dr. Sabri Cavkaytar,Sağlık,Doktor/Muayenehane,ÜSKÜDAR,ALTUNİZADE,Mahir İz Cad. No:31 ALTUNİZADE/ÜSKÜDAR,41.02206199999999824967744643799960613250732421875,29.041776999999999731016941950656473636627197265625
3501,Diş Hekimi Zafer Ay Özcan,Sağlık,Diş Hekimi,KADIKÖY,CAFERAĞA,Dr. Esat Işık Cad. No:37 CAFERAĞA/KADIKÖY,40.98394900000000262707544607110321521759033203125,29.02775799999999861711330595426261425018310546875
3502,Diş Hekimi Ayten Ekşioğlu,Sağlık,Diş Hekimi,KADIKÖY,KOZYATAĞI,Şemsettin Günaltay Cad. No:32 -34 KOZYATAĞI/KADIKÖY,40.96077199999999862711774767376482486724853515625,29.093807999999999225337887764908373355865478515625
3503,Rehber Veteriner,Sağlık,Veteriner,ESENYURT,TURGUT ÖZAL,64. Sk. No:23 A TURGUT ÖZAL/ESENYURT,41.0015360000000015361365512944757938385009765625,28.694337000000000870159055921249091625213623046875
3504,Özel Alibeyköy Diş Tasarım,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,EYÜPSULTAN,ALİBEYKÖY,Vardar Bulvarı No:53 A ALİBEYKÖY/EYÜPSULTAN,41.07531399999999877081791055388748645782470703125,28.94258500000000111640474642626941204071044921875
3505,Üsküdar Mehmet Orhan Erdağ Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ÜSKÜDAR,BULGURLU,Yurtsever Sk. No:4 BULGURLU/ÜSKÜDAR,41.0216309999999992896846379153430461883544921875,29.08048600000000050158632802776992321014404296875
3506,Mesa Kifidis Ortopedi,Sağlık,Doktor/Muayenehane,PENDİK,BATI,Sabri Taşkın Cad. No:19 C BATI/PENDİK,40.8773809999999997444319888018071651458740234375,29.2302150000000011687006917782127857208251953125
3507,Bd Optik,Sağlık,Gözlükçü/Optik,ŞİŞLİ,PAŞA,Darülaceze Yolu Cad. No:55 A PAŞA/ŞİŞLİ,41.05382800000000287354851025156676769256591796875,28.974592000000001235093805007636547088623046875
3508,Diş Hekimi Pınar Ezerler,Sağlık,Diş Hekimi,BEŞİKTAŞ,LEVENT,Nisbetiye Cad. No:11 LEVENT/BEŞİKTAŞ,41.0749220000000008212737157009541988372802734375,29.017002000000001515900294180028140544891357421875
3509,Levent Ege Polikliniği Estetik Plastik Cerrahi,Sağlık,Doktor/Muayenehane,BEŞİKTAŞ,NİSBETİYE,Nisbetiye Cad. No:26 NİSBETİYE/BEŞİKTAŞ,41.07526500000000169166014529764652252197265625,29.01837199999999938881956040859222412109375
3510,Özel Emsey Hospital Hastanesi,Sağlık,Özel Hastane,PENDİK,ÇAMLIK,Selçuklu Cad. No:22 ÇAMLIK/PENDİK,40.92427500000000151203494169749319553375244140625,29.2895290000000017016645870171487331390380859375
3511,Özel Minadent Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BEYOĞLU,YENİŞEHİR,Alçakdam Sk. No:1 YENİŞEHİR/BEYOĞLU,41.0441900000000003956301952712237834930419921875,28.97737300000000004729372449219226837158203125
3512,Duyu Ritim,Sağlık,İşitme Cihazı Satış ve Uygulama Merkezi,BAKIRKÖY,ZUHURATBABA,Dr. Tevfik Sağlam Cad. No:5 ZUHURATBABA/BAKIRKÖY,40.99254700000000184445525519549846649169921875,28.868843999999999283545548678375780582427978515625
3513,Gözlükçü,Sağlık,Gözlükçü/Optik,FATİH,BEYAZIT,Çadırcılar Cad. No:164 -7 BEYAZIT/FATİH,41.00960599999999800502337166108191013336181640625,28.965993000000000989757609204389154911041259765625
3514,Uzm. Dr. Nilgün Bahçetepe,Sağlık,Doktor/Muayenehane,BAKIRKÖY,ZUHURATBABA,Gülderen Sk. No:2 ZUHURATBABA/BAKIRKÖY,40.99505599999999816418494447134435176849365234375,28.868639000000001715307007543742656707763671875
3515,Doruk Ecza Deposu,Sağlık,Ecza Deposu,BAĞCILAR,BAĞLAR,21. Sk. No:19 A BAĞLAR/BAĞCILAR,41.03049800000000146837919601239264011383056640625,28.8242249999999984311216394416987895965576171875
3516,Uzm. Dr. Dolli Aji,Sağlık,Doktor/Muayenehane,KADIKÖY,ERENKÖY,General Necmi Öktem Sk. No:8 ERENKÖY/KADIKÖY,40.96970400000000012141754268668591976165771484375,29.070192999999999727833710494451224803924560546875
